0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.113961186,0.024374022,0.002374877,0.000109291,2.50E-06,3.08E-08,1.39E-10,4.27E-11,8.04E-12,1.50E-12,2.75E-13,5.06E-14,9.28E-15,1.70E-15,3.13E-16,5.76E-17,1.06E-17,1.95E-18,3.57E-19,6.51E-20,1.18E-20,2.15E-21,3.89E-22,7.02E-23,1.27E-23,2.28E-24,4.09E-25,7.32E-26,1.31E-26,2.04E-27
0.159376846,0.078820893,0.016433465,0.001572809,7.32E-05,1.71E-06,2.03E-08,1.07E-10,3.59E-11,7.37E-12,1.49E-12,2.96E-13,5.81E-14,1.13E-14,2.17E-15,4.15E-16,7.89E-17,1.49E-17,2.81E-18,5.28E-19,9.87E-20,1.83E-20,3.40E-21,6.27E-22,1.15E-22,2.11E-23,3.87E-24,7.08E-25,1.30E-25,2.05E-26
0.168292509,0.137339441,0.058635836,0.010613058,0.000909136,3.94E-05,8.79E-07,1.01E-08,6.80E-11,2.53E-11,5.66E-12,1.22E-12,2.56E-13,5.26E-14,1.06E-14,2.11E-15,4.16E-16,8.11E-17,1.57E-17,3.02E-18,5.78E-19,1.10E-19,2.09E-20,3.94E-21,7.40E-22,1.39E-22,2.59E-23,4.82E-24,9.00E-25,1.45E-25
0.166883382,0.158853541,0.120692129,0.043248184,0.006669966,0.0004991,1.94E-05,3.97E-07,4.25E-09,4.79E-11,2.01E-11,4.81E-12,1.08E-12,2.32E-13,4.83E-14,9.88E-15,1.98E-15,3.94E-16,7.73E-17,1.50E-17,2.91E-18,5.60E-19,1.08E-19,2.06E-20,3.92E-21,7.45E-22,1.41E-22,2.67E-23,5.05E-24,8.24E-25
0.163994114,0.161485312,0.152977929,0.103137786,0.030741738,0.004040802,0.00025678,8.51E-06,1.52E-07,1.00E-09,2.85E-10,6.69E-11,1.26E-11,2.25E-12,3.99E-13,7.13E-14,1.28E-14,2.33E-15,4.25E-16,7.80E-17,1.44E-17,2.67E-18,4.98E-19,9.32E-20,1.76E-20,3.32E-21,6.30E-22,1.20E-22,2.29E-23,3.79E-24
0.164025448,0.160210143,0.158428065,0.14618906,0.084450187,0.020883905,0.002350869,0.00012712,3.49E-06,5.08E-08,2.97E-10,9.40E-11,1.90E-11,3.74E-12,7.27E-13,1.41E-13,2.74E-14,5.34E-15,1.04E-15,2.05E-16,4.01E-17,7.88E-18,1.55E-18,3.03E-19,5.92E-20,1.16E-20,2.25E-21,4.39E-22,8.58E-23,1.44E-23
0.166078893,0.158569754,0.15814334,0.156096675,0.13682673,0.066077129,0.01353602,0.001297702,6.28E-05,1.57E-06,2.02E-08,1.20E-10,4.13E-11,8.81E-12,1.86E-12,3.88E-13,8.03E-14,1.65E-14,3.37E-15,6.82E-16,1.38E-16,2.77E-17,5.54E-18,1.11E-18,2.20E-19,4.37E-20,8.64E-21,1.70E-21,3.37E-22,5.70E-23
0.167370655,0.158766631,0.15769281,0.157090379,0.153619784,0.123966336,0.049360653,0.008423616,0.000689629,2.92E-05,6.51E-07,7.58E-09,6.87E-11,2.78E-11,6.60E-12,1.49E-12,3.22E-13,6.80E-14,1.41E-14,2.88E-15,5.83E-16,1.17E-16,2.33E-17,4.62E-18,9.15E-19,1.81E-19,3.56E-20,7.00E-21,1.38E-21,2.34E-22
0.168097499,0.159653433,0.157626047,0.157082532,0.15626523,0.150257527,0.107683196,0.03511773,0.0050206,0.000347071,1.26E-05,2.46E-07,2.58E-09,4.59E-11,2.01E-11,4.95E-12,1.13E-12,2.45E-13,5.20E-14,1.10E-14,2.32E-15,4.86E-16,1.00E-16,2.03E-17,4.03E-18,7.89E-19,1.53E-19,2.97E-20,5.77E-21,9.66E-22
0.168804688,0.160191795,0.157919235,0.157171448,0.156671906,0.155418022,0.145213914,0.089212445,0.023797295,0.002875071,0.000164933,4.80E-06,7.51E-08,4.62E-10,1.43E-10,2.95E-11,5.76E-12,1.10E-12,2.10E-13,4.03E-14,7.77E-15,1.51E-15,2.94E-16,5.77E-17,1.14E-17,2.24E-18,4.42E-19,8.72E-20,1.73E-20,2.95E-21
0.169509874,0.160586788,0.158096493,0.157295949,0.156773564,0.156237522,0.154238432,0.13739987,0.070302984,0.015320868,0.001551196,7.99E-05,2.13E-06,2.95E-08,1.73E-10,5.72E-11,1.19E-11,2.47E-12,5.09E-13,1.05E-13,2.14E-14,4.38E-15,8.90E-16,1.81E-16,3.65E-17,7.38E-18,1.49E-18,2.99E-19,6.03E-20,1.04E-20
0.170163039,0.161086642,0.158202006,0.157388719,0.156848982,0.156387526,0.155738095,0.152477348,0.125975352,0.052942367,0.009543977,0.000813341,3.57E-05,8.34E-07,1.04E-08,7.95E-11,3.03E-11,6.94E-12,1.54E-12,3.33E-13,7.08E-14,1.49E-14,3.08E-15,6.34E-16,1.29E-16,2.63E-17,5.30E-18,1.07E-18,2.16E-19,3.73E-20
0.170753028,0.161663776,0.158332791,0.157464284,0.156923605,0.156446244,0.155987803,0.155133174,0.149693048,0.110634944,0.037877734,0.00566956,0.000407978,1.52E-05,3.07E-07,3.31E-09,5.44E-11,2.41E-11,5.96E-12,1.36E-12,2.95E-13,6.20E-14,1.28E-14,2.61E-15,5.28E-16,1.06E-16,2.14E-17,4.29E-18,8.62E-19,1.48E-19
0.171294478,0.162292275,0.15852386,0.157577085,0.157024452,0.156544795,0.156071059,0.15559137,0.154382255,0.145226211,0.092442653,0.025725674,0.003223752,0.000194594,5.85E-06,9.06E-08,5.39E-10,1.66E-10,3.50E-11,6.93E-12,1.33E-12,2.56E-13,4.90E-14,9.43E-15,1.82E-15,3.54E-16,6.91E-17,1.35E-17,2.67E-18,4.55E-19
0.17176024,0.162894071,0.158680442,0.157641071,0.157071538,0.156590479,0.156108553,0.155635676,0.155106968,0.153268576,0.138080053,0.073471919,0.016728899,0.001749193,9.31E-05,2.62E-06,3.90E-08,2.36E-10,7.55E-11,1.54E-11,3.10E-12,6.26E-13,1.27E-13,2.58E-14,5.26E-15,1.07E-15,2.17E-16,4.38E-17,8.91E-18,1.55E-18
0.172185155,0.163529237,0.158885854,0.157736287,0.157150061,0.156665459,0.156187849,0.155694884,0.155231078,0.154603779,0.151638365,0.12733197,0.055549384,0.010388088,0.000912228,4.11E-05,9.84E-07,1.27E-08,9.77E-11,3.72E-11,8.54E-12,1.89E-12,4.07E-13,8.62E-14,1.80E-14,3.73E-15,7.67E-16,1.56E-16,3.19E-17,5.54E-18
0.172561875,0.164168283,0.159120021,0.157832838,0.15722789,0.156740286,0.156265284,0.155776181,0.155283462,0.154824745,0.154016287,0.149065391,0.112626599,0.040043391,0.006229315,0.000455891,1.70E-05,3.42E-07,3.80E-09,5.07E-11,2.17E-11,5.34E-12,1.23E-12,2.70E-13,5.78E-14,1.22E-14,2.52E-15,5.19E-16,1.07E-16,1.87E-17
0.172892319,0.164802952,0.159386821,0.157932996,0.157306145,0.156815149,0.156341714,0.155856644,0.15536181,0.154877808,0.154404628,0.153269837,0.14485397,0.094526125,0.027145585,0.003466408,0.00022479,7.50E-06,1.26E-07,7.43E-10,2.12E-10,4.44E-11,8.38E-12,1.56E-12,2.92E-13,5.56E-14,1.07E-14,2.06E-15,4.02E-16,6.78E-17
0.17318012,0.165418668,0.159675963,0.158021339,0.157367724,0.156872427,0.156400932,0.155918797,0.155428724,0.154934719,0.154463227,0.153946892,0.152225722,0.138125776,0.07545701,0.017690711,0.0018957,0.000102802,2.94E-06,4.51E-08,2.81E-10,8.99E-11,1.83E-11,3.65E-12,7.23E-13,1.44E-13,2.88E-14,5.78E-15,1.17E-15,2.03E-16
0.17343448,0.166031171,0.160012258,0.158126237,0.157441675,0.156940925,0.156470689,0.155991303,0.155503253,0.155013596,0.154522362,0.154062547,0.153454067,0.150675844,0.127844024,0.057260236,0.011011741,0.000988099,4.46E-05,1.07E-06,1.40E-08,9.96E-11,3.67E-11,8.24E-12,1.81E-12,3.87E-13,8.18E-14,1.71E-14,3.58E-15,6.36E-16
0.173657203,0.166631576,0.160387314,0.158242201,0.15752194,0.157014533,0.156544759,0.156067787,0.15558123,0.155093324,0.15460479,0.154117823,0.15366254,0.152880204,0.148207588,0.113378917,0.04112252,0.00648019,0.000495467,1.90E-05,3.72E-07,3.86E-09,4.91E-11,2.12E-11,5.25E-12,1.21E-12,2.66E-13,5.69E-14,1.20E-14,2.13E-15
